Search String,Search Engine,Media Name,Media Title,Link,Time
tata mergers,Google,ETAuto,Tata Motors Finance merges with Tata Capital,https://news.google.co.in/read/CBMirwFBVV95cUxPa1FUeG1RQmxVOGROeC0xQjJ4eFpTUU5Remg5REI4bS15MF9FM29Wc0ZQWlpGSlItLWdycXVFX19TbmxQOHJCd2pMQzRHVENCczhrQU1iTThfamEtNjRlOVpacVpGbWJqd211eGJ1LTY1UENDb2U5OXJubkJnNUR3Q2xYa3ZjYW5NcjMtbWoteHUyR1BwVWZCYjdvYk5KY0FydFJjV3dsbGw1SEtVZEZZ0gG0AUFVX3lxTE1qWWF3ZU1FOEloRTlkekt0ZERGOE9fdnNjN1N1dGZYNmo5SG1pbXFPM29TVGc3OWU2TlJYbUlxLXBqSVZtN1VFT1lxaklSR0RRelBydG9SSHUyS2RoVThzb3JrbC1CX1RTQnlsZVUtUGFaajQ0aERROGpoVkZiOXdXZWFnZWlMcUpIVlZ3ZVBnZWhMRjJLWDFVdkt5b3k0Y2pKTW83a2xnalNpV25KZ29OS3B6TA?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-06-05T07:00:00Z
tata mergers,Google,Zee Business,Air India-Vistara merger news: Singapore Airlines to have 25.1 per cent stake in Air India,https://news.google.co.in/read/CBMi0wFBVV95cUxQTUhvb3pJQngxdjBkUm5vWEZNdXl2UUplQnZpREZtQ2MyTENCYmN1aElVeFZ4NE9kcFZGLU93MllRNTI4eVkwd0dKWF9qLU1oZkNFbXE3Vnk2QUtLelVWUFRRaVpQX0I5MGZweE5fMHp2enhvZHFrODNSRXBJd3lrRVdZRnM2emR6clJ3U2pQLTBZcWJpbDZ0Y19MY2pYZE90RTIyTWJDRFg0T2trMDhMZ1Z4ZHJaNVlwS2x0UEs5ZWdzQXJZdXhkY2VKR05VOW82YW5N0gHYAUFVX3lxTE41MW91aXRNWHRxNWFLNXRuNWNHSmJHMFNEUTZpd1N3eGtMMjRlYWZhMTZYX2Y5d2xldzFsUnJwam5QNzN0b2w3T191YWgxTWRMOW5TRm80b2VaMXNqRTFEU1VjRG5VdE4ySXdOQ0oteGZMbkg4dUhVRUJsWDB2cFJFNWI2Zlh1em42VEJkS2tTeHE1TEFmSXJhLW04QUFJbllCOTVfdzZWVXFFaWk3SG1QdWhnZDdseDNpWnV0dHlsZlVmOVk5UVZ4b1hCRDFMeEZ4d3Q1VllxNw?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-06-07T07:00:00Z
tata mergers,Google,MSN,Air India-Vistara merger completed: Tata-group airline becomes India's largest international carrier; here's how,https://news.google.co.in/read/CBMi7gFBVV95cUxQTGthWEVqRk9SVWlrRFd1cVk4UWRUd28zQ2M2MFpsQTRpbEZMQ2lkYXpxd3QtSVRvaEpuVi1YdnUtQnE1MDBHN3JKN2tHcTJQZUVNZmpEdkRqSV9MNk9jbUxmRmQ4dFoxck15V2IzOWtVTmc5LXo0QldtWURqaVc5ZnlVdmtzN1dxNXMtNnkyXzByeVc2bzRUYjUxWjRkVjFuUVhMUHBJcnJwTVJqZXZ1Um0xZlhIaGtDMUZPRktocXFZZ2hlNG51YjVkR3ZhSkpRM3A2R2ZyRzZ4VF82MU02X0JfVE5IZ0NKRGxrWmR3?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-13T23:17:01Z
tata mergers,Google,Entrepreneur,Tata Motors Mulls Merger Of EV Subsidiary With PV Business After Demerger,https://news.google.co.in/read/CBMitwFBVV95cUxNUFlOTHo3cEVXWTNuUGlMMlRUZHlhb29FRi1BM24zb3lFeF9lZnJub3ItbGRYN3RlV05BZEt2RkEtZ2xsOXRsMjRUTkg4ZkhDb3M4RDB1eDJuekdaUGgzcExJZGc4dVA0ZHpKU01IeTV6V2F1SVd2T2ltMnJDRmlxQmNURE1vRHo4NTc4NFBIZnhxejNtR2xzXzQxN1JMUUwxeUhZSjJta2ViYU9yd0lfNWhLQTJMX28?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-05-11T07:00:00Z
tata mergers,Google,Trade Brains,Tata group stock announces merger; How many shares will you get?,https://news.google.co.in/read/CBMimwFBVV95cUxOU0IzVTRFSGxyTklaSldYRWhDNlZrcWdiOGFtWXdhVVUwdDBLaVJhUWNSTDdyU2FZeUtTY2lkRUhEb0tkbnVRVzU4dVczWkxrQmZDVmhGbFRBQzhLaHJGRV9NT2RfUkRlbDdwNG8zX181eTR4VFhvQjB3emRGWUh2VHZSdmpDVl9oc0JMNkNCU1Y5TlkxdEFCSW9vMA?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-08-20T07:00:00Z
tata mergers,Yahoo,The Telegraph ·  via Yahoo Finance,"Ratan Tata, austere Indian tycoon who bought Jaguar Land Rover but lost a...",https://r.search.yahoo.com/_ylt=Awr49Wp6N6pnAuwlFDLQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1739237370/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fratan-tata-austere-indian-tycoon-150523359.html%3ffr%3dsycsrp_catchall/RK=2/RS=DxE4xQb27ThV6hA.Ekb6qDQdmOI-,2024-10-10 22:59:31.945925
tata mergers,Yahoo,Reuters ·  via Yahoo Finance,"Disney strikes deal to sell stake in India's Tata Play, Bloomberg News reports",https://r.search.yahoo.com/_ylt=Awr49Wp6N6pnAuwlFjLQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1739237370/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fdisney-strikes-deal-sell-stake-161500120.html%3ffr%3dsycsrp_catchall/RK=2/RS=ql5mP2Ie9Gvej2r73W4gdvrdoLo-,2024-05-10 22:59:31.946436
tata mergers,Yahoo,Reuters ·  via Yahoo Finance,"India's Tata Sons raises stake in Tata Play, Temasek exits, Economic Times...",https://r.search.yahoo.com/_ylt=Awr49Wp6N6pnAuwlGDLQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1739237370/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findias-tata-sons-raises-stake-034639433.html%3ffr%3dsycsrp_catchall/RK=2/RS=4RxmV0UsJWePUA2JzwYbVI09WxI-,2024-05-10 22:59:31.946892
tata mergers,Yahoo,Bloomberg ·  via Yahoo Finance,Disney Is Said to Sell Stake in Tata’s India TV Platform,https://r.search.yahoo.com/_ylt=Awr49Wp6N6pnAuwlGjLQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1739237370/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fdisney-said-sell-stake-tata-022649109.html%3ffr%3dsycsrp_catchall/RK=2/RS=ozZVcp.QfDGgnW6nH6q_JI3BIKg-,2024-05-10 22:59:31.947320
tata mergers,Yahoo,Reuters ·  via Yahoo Finance,Air India CEO meets India antitrust chief on pending Vistara merger -sources,https://r.search.yahoo.com/_ylt=Awr49Wp6N6pnAuwlHDLQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1739237370/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fair-india-ceo-meets-india-112842687.html%3ffr%3dsycsrp_catchall/RK=2/RS=ziCO1Dk4XNV0W6qtQOUPN6zInPA-,2023-02-10 22:59:31.947752
tata mergers,Yahoo,Reuters ·  via Yahoo Finance,Air India strives to revive its fortunes with Tata money,https://r.search.yahoo.com/_ylt=Awr49Wp6N6pnAuwlHjLQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1739237370/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fair-india-strives-revive-fortunes-153729188.html%3ffr%3dsycsrp_catchall/RK=2/RS=KLErzNH9WoiPdfN_xsu5q.MQyas-,2023-02-10 22:59:31.948162
tata mergers,Yahoo,The Independent US ·  via AOL,Deal to create one of world’s largest airline groups gets regulator approval,https://r.search.yahoo.com/_ylt=Awr49Wp6N6pnAuwlIDLQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1739237370/RO=10/RU=https%3a%2f%2fwww.aol.com%2fdeal-create-one-world-largest-114826582.html/RK=2/RS=CZWtk4u6StdwP0pP0ndxVaBiT3I-,2024-09-10 22:59:31.948564
tata mergers,Yahoo,Reuters ·  via Yahoo Finance,Air India to operate Vistara flights from November as merger gets key approval,https://r.search.yahoo.com/_ylt=Awr49Wp6N6pnAuwlIjLQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1739237370/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fsingapore-airlines-gets-indias-fdi-004403487.html%3ffr%3dsycsrp_catchall/RK=2/RS=GAknzY9gNLN1y5S1.oIaif5r8Xg-,2024-09-10 22:59:31.948978
tata mergers,Yahoo,Investing.com ·  via Yahoo Finance,Tata Sons gears up for potential IPO following upper-layer NBFC classification,https://r.search.yahoo.com/_ylt=Awr49Wp6N6pnAuwlJDLQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1739237370/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2ftata-sons-gears-potential-ipo-060244697.html%3ffr%3dsycsrp_catchall/RK=2/RS=ymVYnQ_oRc7gyEEur8R5iExGvdE-,2024-02-10 22:59:31.949365
tata mergers,Yahoo,Reuters ·  via Yahoo Finance,"India flags antitrust concerns with Air India, Vistara merger -sources",https://r.search.yahoo.com/_ylt=Awr49Wp6N6pnAuwlJTLQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1739237370/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2findia-antitrust-body-examining-air-042537209.html%3ffr%3dsycsrp_catchall/RK=2/RS=VVElh14oLUpPARkT9o4Idxs45Bw-,2023-02-10 22:59:31.949985
tata mergers,Bing,India.com on MSN,"Mohini Mohan Dutta: ‘Mystery man’ of Ratan Tata’s will, set to get richer by Rs 500 crore due to…",https://www.msn.com/en-in/money/topstories/mohini-mohan-dutta-mystery-man-of-ratan-tatas-will-set-to-get-richer-by-rs-500-crore-due-to/ar-AA1yJRBs?ocid=BingNewsVerp,2025-02-10 16:59:31.461367
tata mergers,Bing,The Times of India on MSN,Ratan Tata will: Who is Mohini Mohan Dutta? Meet former Tata group employee who may receive one-third of Tata’s residual estate,https://www.msn.com/en-in/money/general/ratan-tata-will-who-is-mohini-mohan-dutta-meet-former-tata-group-employee-who-may-receive-one-third-of-tata-s-residual-estate/ar-AA1yzrYd?ocid=BingNewsVerp,2025-02-07 22:59:31.461761
tata mergers,Bing,Mint,Merger mania: Will big listed companies get to skip the company court?,https://www.livemint.com/companies/nclt-mergers-and-acquisitions-cci-finance-minister-nirmala-sitharaman-kwality-wall-cyril-amarchand-mangaldas-11738587825301.html,2025-02-04 22:59:31.462119
tata mergers,Bing,NDTV,Mohini Mohan Dutta: The Mystery Man Who May Inherit Ratan Tata's Rs 500 Crore,https://www.ndtv.com/india-news/mohini-mohan-dutta-the-mystery-man-who-may-inherit-ratan-tatas-rs-500-crore-7654369,2025-02-07 22:59:31.467905
tata mergers,Bing,CNBCTV18,"Who is Mohini Mohan Dutta, the man who gets ₹500 crore in Ratan Tata’s will",https://www.cnbctv18.com/business/ratan-tata-will-names-mystery-beneficiary-who-is-mohini-mohan-dutta-19554257.htm,2025-02-07 22:59:31.468287
tata mergers,Bing,Fortune India,Ratan Tata bequeaths ₹500 crore to mystery man; Who is Mohini Mohan Dutta?,https://www.fortuneindia.com/enterprise/ratan-tata-bequeaths-500-crore-to-mystery-man-who-is-mohini-mohan-dutta/120446,2025-02-07 22:59:31.468619
tata mergers,Bing,NewsX,Who Is Mohini Mohan Dutta? Ratan Tata’s Will Leaves Rs 500 Crore to Mystery Beneficiary,https://www.newsx.com/business/who-is-mohini-mohan-dutta-ratan-tatas-will-leaves-rs-500-crore-to-mystery-beneficiary/,2025-02-07 22:59:31.469002
tata mergers,Bing,Goodreturns,"1:1 Split: Tata's Auto Stock Climbs On Big Demerger Update, Shantanu Naidu Gets Top Role; 18 Brokers Give BUY",https://www.goodreturns.in/personal-finance/1-1-split-tatas-auto-stock-tata-motors-climbs-big-demerger-update-shantanu-naidu-18-brokers-say-buy-1404265.html,2025-02-05 22:59:31.469592
tata mergers,Bing,The Times of India,Half-siblings to control Ratan Tata stake in group companies,https://timesofindia.indiatimes.com/india/half-siblings-to-control-ratan-tata-stake-in-group-companies/articleshow/118073994.cms,2025-02-09 22:59:31.470088
tata mergers,Bing,The Times of India on MSN,Ratan Naval Tata will executors question one-third inheritor's claim,https://www.msn.com/en-in/autos/news/ratan-naval-tata-will-executors-question-one-third-inheritors-claim/ar-AA1yyu4U?ocid=BingNewsVerp,2025-02-07 22:59:31.470453
tata mergers,Bing,MSN,Who is Mohini Mohan Dutta? The Unseen Successor to Inherit Tata’s Rs 500 Crore Fortune,https://www.msn.com/en-in/money/general/who-is-mohini-mohan-dutta-the-unseen-successor-to-inherit-tata-s-rs-500-crore-fortune/ar-AA1yAyzj?ocid=BingNewsVerp,2025-02-07 22:59:35.592551
tata mergers,Bing,cnbctv18,"Who is Mohini Mohan Dutta, the man who gets ₹500 crore in Ratan Tata’s will",https://www.cnbctv18.com/business/ratan-tata-will-names-mystery-beneficiary-who-is-mohini-mohan-dutta-19554257.htm,2025-02-07 22:59:35.592744
tata mergers,Bing,CNN-News18,"Meet Mohini Mohan Dutta, The Unexpected Beneficiary In Ratan Tata’s Will",https://www.news18.com/business/meet-mohini-mohan-dutta-the-unexpected-beneficiary-in-ratan-tatas-will-9218260.html,2025-02-07 22:59:35.592956
tata mergers,Bing,Business Standard,Tata Capital sets stage for IPO with articles of association update,https://www.business-standard.com/markets/ipo/tata-capital-sets-stage-for-ipo-with-articles-of-association-update-125013101256_1.html,2025-02-01 22:59:35.593237
tata mergers,Bing,Goodreturns,"1:1 Split: Tata's Auto Stock Climbs On Big Demerger Update, Shantanu Naidu Gets Top Role; 18 Brokers Give BUY",https://www.goodreturns.in/personal-finance/1-1-split-tatas-auto-stock-tata-motors-climbs-big-demerger-update-shantanu-naidu-18-brokers-say-buy-1404265.html,2025-02-05 22:59:35.593454
tata mergers,Bing,WION on MSN,Who is Mohini Mohan Dutta? Mystery man to inherit Ratan Tata's USD 57 million will,https://www.msn.com/en-in/news/other/who-is-mohini-mohan-dutta-mystery-man-to-inherit-ratan-tata-s-usd-57-million-will/ar-AA1yBpSo?ocid=BingNewsVerp,2025-02-07 22:59:35.593607
tata mergers,Bing,Business Standard,Several companies turn to mutual funds to help finance acquisitions,https://www.business-standard.com/companies/news/several-companies-turn-to-mutual-funds-to-help-finance-acquisitions-125020401689_1.html,2025-02-06 22:59:35.593755
tata mergers,Bing,Indiatimes,Ratan Tata’s aide Shantanu Naidu moves to new role in Tata Motors,https://timesofindia.indiatimes.com/business/india-business/ratan-tatas-aide-shantanu-naidu-moves-to-new-role-in-tata-motors/articleshow/117927024.cms,2025-02-05 22:59:35.593932
tata mergers,Bing,ET Now on MSN,"Tata Motors demerger: What TaMo said on NOC, approvals for business split - Appointed, effective date 2025",https://www.msn.com/en-in/autos/news/tata-motors-demerger-what-tamo-said-on-noc-approvals-for-business-split-appointed-effective-date-2025/ar-AA1y3xGY?ocid=BingNewsVerp,2025-01-29 22:59:39.421773
tata mergers,Bing,Republic Business on MSN,Tata Motors Demerger: Commercial and Passenger Vehicles To Form Separate Listed Entities - Check Ratio,https://www.msn.com/en-in/autos/news/tata-motors-demerger-commercial-and-passenger-vehicles-to-form-separate-listed-entities-check-ratio/ar-AA1yn48H?ocid=BingNewsVerp,2025-02-04 22:59:39.422186
tata mergers,Bing,Business Insider India,Corporate Radar,https://www.businessinsider.in/markets/stocks/news/vedanta-ultratech-tata-motors-among-8-mergers-and-demergers-to-track/corporate-radar/slidelist/117677020.cms,2025-01-29 22:59:39.422568
tata mergers,Bing,The Economic Times on MSN,Budget 2025: Govt to rationalise procedures for speedy company mergers,https://www.msn.com/en-in/money/news/budget-2025-govt-to-rationalise-procedures-for-speedy-company-mergers/ar-AA1yezIs?ocid=BingNewsVerp,2025-02-01 22:59:39.422937
tata profit,Google,Moneycontrol,"Tata Power shares gain 3% following strong Q3 earnings, brokerages mixed on outlook",https://news.google.co.in/read/CBMi4AFBVV95cUxPTHF2Q3hNQmFEd2syeDRTNmVUUVBqYVJKLTdCWVBwQ2RfMXo1QW9Zb3kyN21PVW9WTk9ESTRVSGJMeVNVQ3R5cHhzdVI1c2dndEtaaTloWFh1cVE2ejV2elQ5aW1xNFhlNHZFWHN6c0FCTHdBVUMzSTBkY3JEd3RfRjZPZUNiSXVOdTY1N19LRXRIRWtDT0ltYkFhWUJTbHBmWHBMa2oxaU45VWVhOEN6cl90ZHcycXAxRVNGX0EwUDlBeTJYR3pWS2pWMmpVSUJiM25GREtCYzFiSVJkdy1Za9IB5gFBVV95cUxQa2xqZnMybUV2WDFpQTNVNU5SU3pBX3gyREJCVnpQcjI5c2RXMGJiLXZnNzFrUE4zMG53Nms3TVBZaG1LbXF2R0RwWWRYVkVKZDZLLW1KMklQSUkwc01oeHk1MnNJNVdQbERvNVo3YkJXUVliRkh4YVpoWGFmTU1VVzFDVzVTUlVJb0xFVnhmOW91R09KN2RUTmNGcjhkcHhSMS02VkVkZnJUdFJGNlFZdGYzdnI2OFNSbmtsZ3pUTERvZU42c2hpdlRpeVc5TS1Jcmk1MlNsQ25Db2tjYzdZYVhXYVlHQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-02-05T03:52:17Z
tata profit,Google,Mint,"Tata Power Q3 Results: Net profit rises 10.3% YoY to ₹1,187 crore, revenue up 5% YoY",https://news.google.co.in/read/CBMi5wFBVV95cUxOUVppUFJvTXFxQVpyS1RIelktRk94U3d5M3ZYVWhfazNjcFhRU2Y0d2YyOS05cmdERndDbVVBVHJDcmJsOS1xcm90bGdHVThGV3ZSZFZ4S19KNWN3aGNCaXFtWUJjaWp6MU9fZ2pLRWdVcHBkb19ZZ3kxMjlwWHBuejBWM2dvRHZZdm9iWmtCUlJ5YURjdlk1ZEFqdE9iYWhNN3BRUk1sSTNBYUVVeHhDYzNhaVJkUERzZlo4YktVai1zbkRUcGZldlI1dXJPVzZja0w3NzVzSkJ0TDMxaUtyU0ZaQ3BSODTSAewBQVVfeXFMUG5RbDVhSXZxNjZtLVNIX1VTczU5UnNOY2dPUFEzN242OE5UZHNrWTFZOFZPT3pidGlzT0VIWTZUYWJ6YndyUVllV0FTLXpkV2htTF9iSVBiNm0xVXdlVzZ5eWNoazhSUHU4R1ZHTnhpRk1JUmUxZXAtNWNzUndvWjFxOW5NNUtZWUpLT0pQYUU0UHZBWXhLZXh2SEUxUUNkdE1taHBWVVFkSm5DU2swUjBBOGFGdENLVE14WFNFanBtYld2X1kxYVc5ME4zMnJlV0NoNXBoUVNlNERPaVZXQ3RXVC1rOHVVeUdZb0k?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-02-04T10:42:44Z
tata profit,Google,CNBCTV18,"Tata Power Q3 Results: Profit up 10%, margin expands; Looks for opportunity in small nuclear reactors",https://news.google.co.in/read/CBMi1gFBVV95cUxQN295aVlFeTN5RFNEMm9wMUk4aE93STF0a0E0c0I0Um1XaVlQWG9nVEEyb1MxQkhEMGxoX08zN281TUNBMWNsVkl0aDFKU0hLQlVtazYyWkVTU3ZBUFJmM3hUMGZlM0pGX0lwWl9hVHFCZXJRTWk1MWgwNFA5dDFzck0ybXMwUG1EaXlkRXBIQjBXNnhoQ0NFRFZZX2s4ZmtFZDVkUzdWYUx2VlNwZDBrZ3M1aU9MbzBLS1Q2RU5RbV9VS01XMW1hREp3b0xvc3dOc0xpb29n0gHbAUFVX3lxTE45MnRORWZ6Zm1TQVNnUjBaWFlEZVlPVFlhM05WdU9Jd0d5aUhUUUw5Sm1mM0hGdzhFVE1hUGdrYVAwV2hPb1JHUk9uNjdtUlk0S3VnN1dlOG5qYlFZSFdGdVUteWZKWVdIZlNWQ1F2VE15NjF2REpYaENwdGh3YWJCQlVJQmktU0p3ajNJZENBR3N0bUNvNFRGd1lDa0t0VUdRcldaQ21EZDBDbDNtblp5SklxRy1zS0hxbFdiWWVMdFJHZTdFb3k5NXJLMEN0TGtQbzlyX0RjT0ZTOA?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-02-04T10:47:30Z
tata profit,Google,The Economic Times,"Tata Power Q3 Results: Cons PAT rises 8% to Rs 1,031 crore, revenue up 5%",https://news.google.co.in/read/CBMi3wFBVV95cUxQbllYd0xHN2lrcTVoZ3dHVDZwMmZmR184bVV0a3lQQ2cwWHhjV2JHY3pOb3NXTVptQmZabGtBbkZUcFJoSENIR2x6RVVTaTNKN1Y1OEpQM0ExT3N6OHpPWHdnaDFzbHVzRzUwcHprb0luYlZXWWh3dk5sLW5LZnVYaF9iNzY3XzRmU3JUTVRfUFZ5eVM3UHd6VUpKeWVwZlFUaGZ0QkZINXVGZy1aVUo5WEc1TlhQTUJyNDhUUXh5Y3dLOFR6X1Z2d3BXTkdpODRiTFdQM3pVb0xQalphb2NN0gHkAUFVX3lxTE41ZmhGYm02ZWhWV01LMVdNVU1zcHB3SlJfNC1xbnpVOTlKQUFjc3VQZldublh6YzAzVnBFdzU0NUNoY3RqSXZXdGdTVHp5YWNjZk9SS1VyZ28yTXFxVGsyRmEzVjhXRFZabEJtRW5CcnhCc0ppUm9GRW41b0Ixa29sRW1NS00xQnpkQ05TTXBrZWpranlNMzZHYlFoV0FrY2FXX2Y4Vlp5VV9ob3Nzc3NhVTlXNzFOZF9JazI3VGxRei1KOHBsX2dMZ2NlVUxjQnBDQ2QwQUN6cXRlVkhhZkdEdjZwNA?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-02-04T10:39:42Z
tata profit,Google,Business Standard,Tata Motors Q3 results: Net profit down 22% on muted revenue growth,https://news.google.co.in/read/CBMi0wFBVV95cUxQSml6eUs3aUVHQ3B5NG45T2ZYanlZS3BkbEpmNlNnejNmTEdmWW4wYmZfQ2kydV80eEdfek4yeGJnWFZrdVZWeWJ0dTZRVUE1RG1kYnBha3F3Tkd6c2FXUkJzRTJ3QnYwREtGOFNIT3A1ZGo4UGNvcXpWY1ZPVVBkSmNvU2tvYk5DMEFXZmhmSHhDUzNqMkdxRi1LREttZWpTNk9kQnJ0aENjV3V2X2Vjcnp2QTJSY3JFVDl4QjJfNkpMcVZodEpscmI3YTA1OGpITE1r0gHYAUFVX3lxTFBCNUwtVGJTbmxkei1LRkRZSU1uc09oaTlPQWdDbEpkQ2ZrenR2UmpZTjdRM2czM0RhSlhmemtNRW9XMDNNMTQ3c2g1NjZiWVlwSEUyQWExbE1uTTFsY2diMXUxYXE1dVFQVUtTQzJxWHlKS2dKQllYVnU0WGFoX2VORGRXd05UUVVrR2JzVEJyc3EtYmc0TFFGYjBZUE5iUG1YbkJKUy13cWNqWHZHWHU1dlhjNldMVGJZbnpuTVdtRmw3RW5XWVFYRlhWbmQ0WlR1dFBWV09Edg?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-01-29T08:00:00Z
tata profit,Google,NDTV Profit,"Tata Power Q3 Results: Profit Rises 8%, Beats Estimates",https://news.google.co.in/read/CBMikgFBVV95cUxObDFFTl9RbWxDMkxhSlAzTU9qTUJqNFhUcUcwN21ZeHB4QUQzVmNaYTZGdWswT2I3UHNBNWRsSEd0TFBuS05sWExBU1NadnRhWkVCZUdJOEdwMGh2VHNZZDBKSG9HUy0zb3hLSTRMWVJSekktU0JqaXVYak92eGd6Zkt3N3lnb1VwMkZoZjR0T2o3QdIBlwFBVV95cUxPalNCdm5obDlKWHMtdVpsVVcwM2hSbFdFT0d3Znk5VUdnWGxKT2lfNS1kMmVmV1dMZks4TlRrb0dWc2NSZ3VSNWE2bWFsaDQ5c2x2VjB5TFlJS0dzbGl6cFVnTjhFVnlTX1JpQ1BTTkJiVWFCUUZsNUl3RmlfakRMeC12aUZYSEZwWktjNkhxLVAwOWtJM3J3?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-02-04T10:38:37Z
tata profit,Google,Tata Motors,Tata Motors Consolidated Q3 FY25 Results,https://news.google.co.in/read/CBMiiwFBVV95cUxNNk5vOWhCZmRTTW1YSzVTYXJHWXN3Q3pRaFd3QmtXWXBjU1dDNlBKUWJmUFpjS2JQYVp0ZHVuZngxR3VRTHlFcTVRaGtuR3pyUWFkYjJiQkdHTlNQMWF1RXlQdHBPYlh3M3ptaXpYUFpzbEtuRzVOdEZ0SllwQ3Jaamc3eGViOFBQdW1J?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-01-29T08:00:00Z
tata profit,Google,Business Today,Tata Motors shares dived 30% in 6 months. What's next: A bounce-back or further drop?,https://news.google.co.in/read/CBMi4gFBVV95cUxNVV92ZEcyMmwxSTZiZFFTNldhUkhLbHEyRWNFRkpET3R3S3VQYm5hci02RXA2WnlIZmVCZWVWeWVnNjZaclVzdWFmcHBiaTdMc2hXYUJWbWdRbmRmZ2tJb3I5WVRNMjJzeGMyV2NOWVlXWWRrb3VTbzNCQkpIR1FOQ3p6c3pUMnFSenRaUXlzWEN6cG1LSE5DaEJaQ3Q3azRhV0h5bmhjVXluY1NsNnF4eVZaZmJMbVJxTXQ5NjVIbmlHMm1MbTdFWmVPRWJKOEhwaDlfTDh3OGtYR0xlOHdDby1n?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-02-06T14:00:20Z
tata profit,Google,The Financial Express,Trent posts lower-than-expected profit,https://news.google.co.in/read/CBMinwFBVV95cUxQRWRwaWVLNzVKRUNqU3lSWlFyQnlmNS0wcGlUY0tFclBEaDl1WE9LXzhSc294bHVOSUEwbm80dUx6enZmU3RfdV82N1dpOW1RX0RUZS1paURtalR4WVpudGI0ak9uNnJyck55MWNEM2Zpb05oallyMm8xMEpyZjdrVEVNbjFkWGlINFdHTHo2ODlucTF5cVhZSnRsMW1MX1U?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-02-06T23:45:00Z
tata profit,Google,Yahoo Finance,"Adani, Tata Profit Misses Add to Alarm Over India Stocks Outlook",https://news.google.co.in/read/CBMif0FVX3lxTE1COUVxcEpzYlZLdDdrZ1l6MjIxY3lmclFBdnFsaHdPWXBJakhWZTF3aG5LQ3hxaEVKRmVSckdvbC10TWYyZVlSZ3hzUnZ5S3NJLTh6eGRiTGNrb0lKU05OdE1MSjgyblZ6d2NDTEU4dnVkNThnZEVYYTdyeHdXcGc?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-02-05T04:17:00Z
